Gene_acc,Gene_id,64P1,64P2,64P3,64M1,64M2,64M3,Desc
26,Tb09.v4.0016:mRNA-p1;Tb11.v5.0463.1-p1,273594.25,280830.5313,295543.7188,286720.6875,339243.6875,315921.9063,"expression site-associated gene (ESAG) protein, putative"
27,Tb09.v4.0018:mRNA-p1,74511.625,88087.82813,66943.53125,107193.6484,106733.0859,104121.7891,"expression site-associated gene 3 (ESAG3) protein, putative"
30,Tb09.v4.0107:mRNA-p1,554757.3125,453590.7188,575917.6875,712225.875,754126.375,760789,"expression site-associated gene 5 (ESAG5) protein, putative"
31,Tb09.v4.0109:mRNA-p1,81073.28125,89303.84375,90462.07813,133204.1875,123472.1094,147715.25,hypothetical protein
32,Tb09.v4.0119:pseudogenic_transcript-p1,81233.76563,91327.60156,25779.42969,33336.26563,48117.54688,22750.30078,"variant surface glycoprotein (VSG, pseudogene), putative"
33,Tb09.v4.0150:pseudogenic_transcript-p1,61049.81641,122302.8438,94719.28125,94557.40625,91605.79688,94685.4375,"variant surface glycoprotein (VSG, pseudogene), putative"
36,Tb10.v4.0033:mRNA-p1;Tb927.10.4430:mRNA-p1,1152206.75,837333.375,1091849.5,1149693.25,1259599.25,1110831.875,pumillo RNA binding protein PUF1
37,Tb10.v4.0034:mRNA-p1;Tb927.10.4440:mRNA-p1,89990.85156,93861.02344,94544.20313,142623.2813,130987.5625,145359.8594,predicted SAP domain protein
38,Tb10.v4.0035:mRNA-p1;Tb927.10.4450:mRNA-p1,2952380,3238191,3102679.5,3143434.5,2780937.5,2892158.5,"stress-inducible protein STI1-like, putative"
39,Tb10.v4.0036:mRNA-p1;Tb927.10.4460:mRNA-p1,553552.625,547195.5625,548982.375,464858.9375,491326.5625,497968.7188,"leucine carboxyl methyltransferase, putative"
41,Tb10.v4.0039:mRNA-p1;Tb927.10.4490:mRNA-p1,177343.5313,181148.7344,173184.4531,290282.0938,279374.4063,255688.0313,"hypothetical protein, conserved"
42,Tb10.v4.0040:mRNA-p1;Tb927.10.4500:mRNA-p1,594649.9375,638004.5625,563017.1875,793300,874612.625,766310.6875,cap guanine-N7 methyltransferase
43,Tb10.v4.0041:mRNA-p1,881418.6875,874641.9375,889635.9375,766340,715905.9375,741974.0625,"PUB domain containing protein, putative"
44,Tb10.v4.0043:mRNA-p1;Tb11.v5.1012.1-p1;Tb927.10.4330:mRNA-p1,114205.0313,107340.8672,109664.4219,74924.71875,73157.32813,80933.42188,"2-oxoisovalerate dehydrogenase beta subunit, mitochondrial precursor, putative"
45,Tb10.v4.0044:mRNA-p1;Tb927.10.4320:mRNA-p1,1104639.25,1584680.625,1266371.5,2005513.125,1840778.625,1896706.125,"hypothetical protein, conserved"
46,Tb10.v4.0045:mRNA-p1;Tb927.10.4310:mRNA-p1,1422231.25,1497434,1460789,1338736.375,1208535.625,1244123.5,"prohibitin 2, putative"
47,Tb10.v4.0066:pseudogenic_transcript-p1,429993.7813,431146.3125,359263.8125,329368.625,334435.8125,358407.6563,"expression site-associated gene 3 (ESAG3, pseudogene), putative"
49,Tb10.v4.0218:mRNA-p1,396603.625,209925.8906,205740.7344,233144.6563,305552.5938,278291.375,"expression site-associated gene 3 (ESAG3) protein, putative"
51,Tb10.v4.0246:mRNA-p1;Tb927.10.6900:mRNA-p1,68119.20313,65516.17969,71580.67188,164235.8594,160747.3125,168214.7188,base J-associated glucosyltransferase
52,Tb10.v4.0247:mRNA-p1;Tb11.v5.0496.1-p1;Tb927.10.6910:mRNA-p1;Tb927.10.6950:mRNA-p1,188148.875,172521.6094,165661.2969,111898.2656,112623.3984,122091.1484,"sterol 24-c-methyltransferase, putative"
53,Tb11.0040:pseudogenic_transcript-p1;Tb11.v4.0043.1-p1;Tb927.5.190:pseudogenic_transcript-p1,93193.19531,115886.6953,571624.375,101858.7969,111256.0859,116642.5,"variant surface glycoprotein, degenerate"
54,Tb11.01.2730.1-p1,362173.3125,331095.8438,323833.9375,365080.6563,380045.875,366735.6875,"hypothetical protein, conserved"
55,Tb11.01.6250:mRNA-p1,63236.88281,80426.17188,52530.07813,78623.51563,63951.625,75721.21094,"expression site-associated gene 11 (ESAG11) protein, putative"
56,Tb11.02.5070b.1-p1,103997.125,109151.0547,110982.5859,85176.89844,122442.9063,129126.1094,"hypothetical protein, conserved"
57,Tb11.02.5080b.1-p1;Tb927.11.7213:mRNA-p1,839090.4375,815122.5,871204.375,796609.9375,756703.4375,709439.3125,"Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter, putative"
58,Tb11.02.5090.1-p1;Tb11.02.5090b.1-p1,113688.6406,110474.8359,117230.2969,110819.4609,118489.5781,125964.5391,"proliferator-activated receptor-interacting protein (PRIP) interacting protein (PIMT), putative, pseudogene"
61,Tb11.02.5380.1-p1;Tb11.02.5380b.1-p1,499745.6563,380729.2813,484105.6563,507799.75,482892.875,432967.4063,"exosome complex exonuclease RRP44p homologue, putative"
62,Tb11.02.5390:mRNA-p1;Tb11.02.5390b.1-p1,1164868.25,1042267.25,1075952.875,1371149.625,1192249.5,1215375.875,"mRNA processing protein, putative"
63,Tb11.02.5400:mRNA-p1;Tb11.02.5400b.1-p1,143983.5313,204662.7813,160507.9688,80364.5625,71624.82813,94749.72656,"cystathionine beta-synthase, putative"
64,Tb11.02.5410:mRNA-p1;Tb11.02.5410b:mRNA-p1,359283.1875,309630.9688,316019.0625,366962.5625,343609.375,313172.7813,"ubiquitin activating enzyme, putative"
65,Tb11.02.5420:mRNA-p1;Tb11.02.5420b.1-p1,3629591,3855137,3651706.75,2975576.25,2774917.5,2635885.25,"NADPH-cytochrome p450 reductase, putative"
66,Tb11.02.5430:mRNA-p1;Tb11.02.5430b.1-p1,219185.1875,231889.625,232576.3281,232653.0469,218715.6719,212436.7813,"hypothetical protein, conserved"
67,Tb11.0290:mRNA-p1;Tb11.0390:mRNA-p1;Tb927.11.7705:mRNA-p1;Tb927.6.4980:mRNA-p1,17563286,17974274,17518960,18935780,17500340,16663798,40S ribosomal protein S14
68,Tb11.0320:mRNA-p1;Tb927.11.7690.1-p1,51052.71875,50639.28125,55866.84766,37531.17969,44322.24609,42368.19531,hypothetical protein
69,Tb11.0330:mRNA-p1;Tb927.11.7670.1-p1,590749.25,550555.25,577607.125,746023.8125,706208.6875,547105.875,"Cornifin (SPRR) family, putative"
70,Tb11.0350:mRNA-p1;Tb927.11.7650.1-p1,833432.4375,806848.3125,864322,722819.3125,748861.1875,695641,hypothetical protein
71,Tb11.0520:mRNA-p1;Tb927.10.1130:mRNA-p1,137607.0781,136306.5781,159649.4688,314981.7813,300420.9375,334377.5,"dynein arm light chain, axonemal, putative"
72,Tb11.0530:mRNA-p1;Tb927.10.1140:mRNA-p1,1429799.75,638870.9375,862037.5625,1326111.625,1521890,2793872.75,epsilon tubulin
73,Tb11.0540:mRNA-p1;Tb927.10.1150:mRNA-p1,10488.65039,23141.10352,10538.75879,61164.1875,52674.46875,57529.12891,"hypothetical protein, conserved"
75,Tb11.0845:mRNA-p1;Tb927.11.18680:mRNA-p1;Tb927.11.715:mRNA-p1,6719567.5,6823654,6523940,8437301,8154875.5,7970701,"dynein light chain LC8, putative"
76,Tb11.1220:mRNA-p1;Tb11.v5.0996.1-p1,1616772,1704792.75,1700757,2756587.75,2753985.25,2700125.75,"hypothetical protein, conserved"
77,Tb11.1240:mRNA-p1;Tb11.v5.0998.1-p1;Tb927.10.15270:mRNA-p1,922218.625,837694.0625,909079.125,909497.9375,857942.1875,886423.8125,"metallo- peptidase, Clan MG, Family M24"
79,Tb11.1380.1-p1;Tb927.11.1840:mRNA-p1,7033275.5,6957819,7447996,7972994,8195923,8657834,"hypothetical protein, conserved"
80,Tb11.1390.1-p1;Tb927.11.1830:mRNA-p1,314094.5938,294086.25,279971.5,69489.73438,59740.14063,68985.07031,"hypothetical protein, conserved"
82,Tb11.1780.1-p1,4394450.5,4302833.5,4256720,4454525.5,5581950,5313497,"retrotransposon hot spot protein 1 (RHS1, pseudogene), putative"
83,Tb11.1790.1-p1,837970.875,941685.4375,849427.75,863396.125,708524.625,623317.75,"retrotransposon hot spot protein (RHS, pseudogene), putative"
85,Tb11.v5.0147.1-p1;Tb927.7.4600:mRNA-p1,36031.75391,Filtered,33609.37109,38188.5625,47218.45313,51865.86719,"Calponin homology (CH) domain containing protein, putative"
86,Tb11.v5.0150.1-p1;Tb927.7.4650:mRNA-p1,195789.0781,385858.875,242891,274375.1563,220833.7656,243643.4063,J Biosynthesis Protein 2
87,Tb11.v5.0152.1-p1;Tb927.7.4670:mRNA-p1,241182.9688,247346.5469,227550.5625,187375.2656,216845.0938,186496.8594,ribosomal RNA processing protein 4
88,Tb11.v5.0153.1-p1;Tb927.7.4690:mRNA-p1,329817.1563,345239.0625,320486.2813,293619.625,275472.4063,269935.375,hypothetical protein
91,Tb11.v5.0157.1-p1;Tb927.7.4740:mRNA-p1,184746.4375,171606.3906,184738.3438,288926.9688,275368.5625,239192.375,"hypothetical protein, conserved"
92,Tb11.v5.0158.1-p1;Tb927.7.4750:mRNA-p1,1350517.125,333789.8438,1313044.5,1256648.625,1162106.5,1160689.375,"hypothetical protein, conserved"
93,Tb11.v5.0160.1-p1;Tb927.7.4770:mRNA-p1,10419355,11886048,10735705,9840580,9234942,9335207,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative"
94,Tb11.v5.0161.1-p1;Tb927.7.4780:mRNA-p1,69306.14063,43128.02344,68793.67188,124911.5469,158794.4219,170149.125,"conserved hypothetical protein, putative"
95,Tb11.v5.0162.1-p1;Tb927.7.4790:mRNA-p1,3453234.5,3792060,3495628.5,2970180,2676327.5,2576310.5,proteasome beta 6 subunit
96,Tb11.v5.0163.1-p1;Tb927.7.4810:mRNA-p1,319804.4375,307089.4688,312428.7188,339269.25,325374.4375,296601.9063,"HD domain containing protein, putative"
97,Tb11.v5.0164.1-p1;Tb927.7.4820:mRNA-p1,242485.8281,267060.3438,289363.125,276682.625,247189.25,333450.0313,"Trm112p-like protein, putative"
98,Tb11.v5.0166.1-p1;Tb927.7.4840:mRNA-p1,183492.1563,190939.0625,173042.6875,239897.9375,222501.2031,209599.9688,"hypothetical protein, conserved"
99,Tb11.v5.0168.1-p1;Tb927.7.4860:mRNA-p1,35865.67578,36861.14453,34823.76172,85095.9375,82443.9375,93006.4375,kinetoplastid kinetochore protein 13
100,Tb11.v5.0169.1-p1;Tb927.7.4870:mRNA-p1,399766.9375,391669.1563,421378.6563,741567.3125,731594,691961,"hypothetical protein, conserved"
101,Tb11.v5.0170.1-p1;Tb927.7.4890:mRNA-p1,111568.8203,114333.3828,111724.125,98957.53906,106720.9297,58698.80469,Present in the outer mitochondrial membrane proteome 34
102,Tb11.v5.0171.1-p1;Tb927.7.4900:mRNA-p1,1178308.75,1153480.5,1107027.375,960879.9375,990708.9375,981725.75,5'-3' exoribonuclease A
103,Tb11.v5.0172.1-p1;Tb927.7.4910:mRNA-p1,439292.9375,534842.75,469816.4063,913647.3125,804165,780634,"hypothetical protein, conserved"
106,Tb11.v5.0177.1-p1;Tb927.7.4960:mRNA-p1,366565.375,354035.3438,402136.5,344501.2813,360583.625,330535.1875,"hypothetical protein, conserved"
107,Tb11.v5.0179.1-p1;Tb927.7.4980:mRNA-p1,110386.1406,113908.8359,108314.9844,126581.6406,137868.0938,131350.7344,Present in the outer mitochondrial membrane proteome 35
108,Tb11.v5.0180.1-p1;Tb927.7.4990:mRNA-p1,606501,653179.8125,584023.1875,515756.3125,549176.1875,520607.5313,"hypothetical protein, conserved"
109,Tb11.v5.0181.1-p1;Tb11.v5.0182.1-p1;Tb927.7.5000:mRNA-p1;Tb927.7.5020:mRNA-p1,24019136,24683956,21214728,21685006,24438712,21631182,"60S ribosomal protein L19, putative"
110,Tb11.v5.0183.1-p1;Tb927.7.5030:mRNA-p1,330683.1563,319496.0625,299915.75,378038.2188,391729.8438,372793.5625,"hypothetical protein, conserved"
112,Tb11.v5.0185.1-p1;Tb927.7.5050:mRNA-p1,972102.5625,936307.6875,1144316.5,1309074.5,1332409.375,1681880,"hypothetical protein, conserved"
114,Tb11.v5.0189.1-p1;Tb927.7.5090:mRNA-p1,58581.41016,43022.07031,62114.20313,91823.67969,89254.34375,105287.8125,"condensin complex subunit 2, putative"
116,Tb11.v5.0191.1-p1;Tb927.10.5960:mRNA-p1,157579.7656,167172.0938,120624.2031,177745.7656,187360.8438,149066.5469,"engulfment and cell motility domain 2, putative"
117,Tb11.v5.0193.1-p1;Tb927.10.5990:mRNA-p1,136803.7031,130336.8984,134577.5,157594.9844,165925.8594,144886.0781,"Centrosomal protein of 57 kDa, putative"
118,Tb11.v5.0194.1-p1;Tb927.10.6000:mRNA-p1,478566.9375,548995.75,447035.7188,418767.625,527548.9375,472019.2813,"hypothetical protein, conserved"
119,Tb11.v5.0196.1-p1,4100518.75,4537081.5,3947362.5,3280905.25,3388804.5,3562303,"Proteasome subunit A N-terminal signature/Proteasome subunit, putative"
121,Tb11.v5.0199.1-p1;Tb927.10.6060:mRNA-p1,4552574,4180755.25,4290390,4731417,4073650.75,3856393,universal minicircle sequence binding protein 2
122,Tb11.v5.0200.1-p1;Tb927.10.6080:mRNA-p1,5442883.5,5784067,5203361.5,4186694.25,3946526.25,3890890.5,"proteasome subunit beta type-5, putative"
123,Tb11.v5.0201.1-p1;Tb927.10.6090:mRNA-p1,56603.59766,43230.4375,43051.57031,44004.52734,52165.54688,47973.17969,"tRNA pseudouridine synthase A, putative"
124,Tb11.v5.0203.1-p1;Tb927.10.6110:mRNA-p1,106064.4531,100722.625,104888.5703,153491.2188,146060.9063,136796.4219,"hypothetical protein, conserved"
125,Tb11.v5.0204.1-p1;Tb927.10.6120:mRNA-p1,742622.3125,540390.625,591185.75,623332.5625,482176.1563,584288.5,"Peptidase M76 family, putative"
126,Tb11.v5.0205.1-p1;Tb927.10.6130:mRNA-p1,34614.32813,33426.75781,35977.31641,48993.58203,47116.45313,61759.70313,"hypothetical protein, conserved"
127,Tb11.v5.0208.1-p1;Tb927.5.310:mRNA-p1,695421,1507849.5,1381334.375,729407,694475.875,657382.1875,"invariant surface glycoprotein, putative"
128,Tb11.v5.0213.1-p1;Tb927.5.291b:mRNA-p1,115230.3438,101135.7969,100251.0781,157858.1094,168576.6875,166748.9844,"variant surface glycoprotein (VSG)-related, putative"
129,Tb11.v5.0214.1-p1;Tb927.5.295b:mRNA-p1,2639484.25,2622040.25,2697152.25,2988215.5,2631374.75,2717872.25,retrotransposon hotspot (RHS) protein 1
130,Tb11.v5.0215.1-p1;Tb927.5.300:mRNA-p1;Tb927.5.300b:mRNA-p1,559871.125,516567.6563,565253.6875,396448.6875,442381.1875,456233.8438,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein, putative"
131,Tb11.v5.0216.1-p1;Tb927.5.309b:mRNA-p1,1233990.75,1162512.625,1297666.5,1460241,1318871.125,1450459,"invariant surface glycoprotein, putative"
132,Tb11.v5.0218.1-p1;Tb927.5.500:mRNA-p1,358790.125,283085.25,356203.6875,700483.4375,630370.8125,572703.1875,"hypothetical protein, conserved"
133,Tb11.v5.0219.1-p1;Tb927.5.490:mRNA-p1,255513.75,263386.7813,256796.9375,284731.8438,242956.5781,240146.8125,"methyltransferase, putative"
134,Tb11.v5.0222.1-p1;Tb927.5.450:mRNA-p1,60819.12109,69271.77344,65759.23438,43329.63672,36096.46094,48748.01563,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
135,Tb11.v5.0223.1-p1;Tb927.5.440:mRNA-p1,108234.0469,105458.0469,99012.17969,20010.8125,Filtered,21526.04688,"trans-sialidase, putative"
136,Tb11.v5.0226.1-p1;Tb927.5.410:mRNA-p1,391097.3438,404148.6875,441331.4688,97033.73438,91540.52344,72669.02344,"invariant surface glycoprotein, putative"
137,Tb11.v5.0228.1-p1;Tb927.5.390:mRNA-p1,3588974.75,3451655.25,3520677.25,2741320.5,2893984.75,2498423.25,"75 kDa invariant surface glycoprotein, putative"
138,Tb11.v5.0230.1-p1;Tb927.5.370:mRNA-p1,675284.375,708334.625,678163.1875,891795.0625,476854.4375,478893.4375,"75 kDa invariant surface glycoprotein, putative"
139,Tb11.v5.0231.1-p1;Tb927.5.360:mRNA-p1,1671376.875,1796848.125,1561376.25,1249383.25,1106361.875,1077995.375,75 kDa invariant surface glycoprotein
140,Tb11.v5.0232.1-p1;Tb927.10.5250:mRNA-p1,366903.2813,315427,294104.5,286108.9688,270536.125,332907.6563,"zinc finger protein family member, putative"
141,Tb11.v5.0233.1-p1;Tb927.10.5240:mRNA-p1,19894.01953,15445.45605,20338.42383,38516.48828,35278.96094,31742.56836,"cAMP binding protein, putative"
142,Tb11.v5.0236.1-p1;Tb927.10.5210:mRNA-p1,1155478.5,1308556.75,1319151,1249113.25,1112023.75,963745.25,TFIIH basal transcription factor subunit
143,Tb11.v5.0237.1-p1;Tb927.10.5200:mRNA-p1,113456.3359,101048.375,109710.2578,113471.1797,113312.7813,105627.875,"hypothetical protein, conserved"
144,Tb11.v5.0243.1-p1;Tb11.v5.1060.1-p1;Tb927.10.5330:mRNA-p1;Tb927.10.5340:mRNA-p1,26413952,26247228,25432464,25846898,24975752,22471538,"40S ribosomal protein S18, putative"
145,Tb11.v5.0245.1-p1;Tb927.10.5310:mRNA-p1,147742.0156,145725.8594,159898.3125,183453.4531,172895.4375,188896.2188,"AMP-activated kinase, alpha 1"
146,Tb11.v5.0246.1-p1;Tb927.10.5300:mRNA-p1,1053408.625,965109.3125,1175317.125,957505.0625,1002140.813,513310.6563,"eukaryotic translation initiation factor 6 (eIF-6), putative"
147,Tb11.v5.0248.1-p1;Tb927.10.5280:mRNA-p1,165275.7188,160407.1875,154568.3594,146040.75,151170.5938,155801.5156,"pre-mRNA splicing factor ATP-dependent RNA helicase, putative"
148,Tb11.v5.0249.1-p1;Tb927.10.5270:mRNA-p1,173580.7813,143489.3906,163106.0469,114196.1484,115320.5859,122545.4453,mitogen-activated protein kinase kinase 5
149,Tb11.v5.0252.1-p1;Tb927.11.7310:mRNA-p1,248622.6875,213722.5,270283.1875,305055.0625,302307.7813,298307.5313,"RNA binding protein, putative"
150,Tb11.v5.0253.1-p1;Tb927.11.7300:mRNA-p1,250183.6719,314484.9375,360207.5,219445.2031,269245.0625,283603.6875,"major facilitator superfamily, putative"
151,Tb11.v5.0254.1-p1;Tb927.11.7290:mRNA-p1,881762.9375,743281.875,609517.0625,543197.0625,582372.4375,535806.4375,"pantothenate kinase subunit, putative"
152,Tb11.v5.0255.1-p1;Tb927.11.7280:mRNA-p1,149734.8594,162283.2969,159705.75,149196.2813,156132.6719,186598.4844,"DNA-direcetd RNA polymerase II, subunit 9, putative"
153,Tb11.v5.0256.1-p1;Tb927.11.7270:mRNA-p1,2899489.5,2914846.5,2528728.25,1889777.5,2312277,2170618,"proteasome beta 3 subunit, putative"
154,Tb11.v5.0257.1-p1;Tb927.11.7250:mRNA-p1,Filtered,Filtered,13706.19629,35048.60547,22307.26172,27177.51563,"hypothetical protein, conserved"
155,Tb11.v5.0258.1-p1;Tb927.11.7240:mRNA-p1,130775.5625,140654.0156,147957.0781,266828.4063,224781.9063,300153.1875,nexin-dynein regulatory complex 2
156,Tb11.v5.0261.1-p1;Tb927.7.4480:mRNA-p1,2153405,2220291.75,2400100,2274167.5,1967310.375,2753806.25,"adenosine 5'-monophosphoramidase, putative"
157,Tb11.v5.0262.1-p1;Tb927.7.4490:mRNA-p1,451987.4375,456975.7188,443859.5,554165.0625,613369,557566.375,"hypothetical protein, conserved"
158,Tb11.v5.0263.1-p1;Tb927.7.4500:mRNA-p1,5780430,6293194.5,5798876,5123590,4742455,5043616.5,"PX domain containing protein, putative"
159,Tb11.v5.0264.1-p1;Tb927.7.4510:mRNA-p1,1787754.375,1755519.25,2448009.75,2251012.5,2496882,315680.625,"Domain of unknown function (DUF4201), putative"
160,Tb11.v5.0265.1-p1;Tb927.7.4520:mRNA-p1,5299404,6854398,6290420,4202041,4987308.5,5455424,"Thioredoxin-like, putative"
161,Tb11.v5.0268.1-p1;Tb927.7.4550:mRNA-p1,339983.9375,379786.0313,366598.7813,291511.125,256369.8906,249752.4219,Mitochondrial ribosomal protein L7/L12
162,Tb11.v5.0269.1-p1;Tb927.7.4560:mRNA-p1,42782.72656,33322.20313,37542.24219,37215.24219,36610.35156,48872.25781,Histone acetyltransferase 1
163,Tb11.v5.0270.1-p1;Tb927.7.4570:mRNA-p1,3758807,3997894.75,4113416.25,3531149.5,3521043,4088936.5,inosine-guanine nucleoside hydrolase
164,Tb11.v5.0271.1-p1;Tb927.10.6350:mRNA-p1,315791.8438,272708.6563,282853.9063,437502.6563,504712.8125,585467.25,trypanin
166,Tb11.v5.0273.1-p1;Tb927.10.6330:mRNA-p1,44183.33984,20223.89648,47820.82422,112573.0859,108057.7109,98556.00781,kinetoplastid kinetochore protein 1
167,Tb11.v5.0274.1-p1;Tb927.10.6320:mRNA-p1,380405.0625,370885.25,366732.0625,382715.8125,425136.3438,381375.875,"CBF/Mak21 family, putative"
168,Tb11.v5.0275.1-p1;Tb927.10.6310:mRNA-p1,1255603.75,1327852.75,1287389.875,1057032.75,1006605.688,1025260.063,"major vault protein, putative"
169,Tb11.v5.0277.1-p1;Tb927.10.6290:mRNA-p1,348507.0625,417001.0625,379018.2813,463443.625,395526.9375,403910.2813,"ATP-dependent DEAD/H RNA helicase, putative"
172,Tb11.v5.0282.1-p1;Tb927.5.340:mRNA-p1,25663.97266,9498.898438,22547.82227,29054.77344,18951.61523,19716.35156,"expression site-associated gene 5 (ESAG5) protein, putative"
173,Tb11.v5.0289.1-p1;Tb927.11.12770:mRNA-p1,57617.79688,59263.26953,56866.44531,63872.14063,72801.92188,75833.42188,"ubiquitin ligase, putative"
174,Tb11.v5.0291.1-p1;Tb927.11.12750:mRNA-p1,624148.6875,669395,631482.8125,549490.6875,476556.9375,450738.7813,cleavage and polyadenylation specificity factor 30 kDa subunit
176,Tb11.v5.0305.1-p1;Tb927.10.15950:mRNA-p1,87769.84375,83757.13281,78033.96875,97260.42188,100418.6406,101706.6406,TATA-box-binding protein
178,Tb11.v5.0325.1-p1,609508.5,725026.5,628685.8125,578367.125,608711.875,554610.75,"retrotransposon hot spot (RHS) protein, putative"
179,Tb11.v5.0326.1-p1,726330.125,774848.625,641092.4375,613305.625,755821.3125,700494.625,"retrotransposon hot spot (RHS) protein, putative"
180,Tb11.v5.0330.1-p1;Tb927.10.8440:mRNA-p1,1600816.625,1859116.125,1454116.125,3023882,2435308.75,2384326,glucose transporter 1B
181,Tb11.v5.0331.1-p1;Tb927.10.8500:mRNA-p1;Tb927.10.8510:mRNA-p1;Tb927.10.8520:mRNA-p1,1623501.5,1692145.125,1587829.125,2029613.25,1506234.125,1560592.375,"glucose transporter, putative"
182,Tb11.v5.0339.1-p1;Tb927.10.5080:mRNA-p1,79484.25,88460.17188,73054.16406,60704.26172,62287.92188,65952.54688,GPI transamidase component Tta2
183,Tb11.v5.0340.1-p1;Tb927.10.5070:mRNA-p1,252453.9531,248067.3125,249846.2813,193690.3438,211905.1563,237161.2031,"ribonuclease H, putative"
184,Tb11.v5.0342.1-p1;Tb927.10.5040:mRNA-p1,257967.4844,200792.7813,319391.2813,272816.375,274096.4063,357206.4063,"chaperone protein DnaJ, putative"
